run_id,condition,query_entity_idx,max_logprob_token,max_logprob,a1_token,a1_logprob,a2_token,a2_logprob,correct_answer
0,control,0,Jerusalem,-0.30199939012527466,Jerusalem,-0.30199939012527466,T,-12.400249481201172,a1
0,attribute,0,Jerusalem,-0.2569179832935333,Jerusalem,-0.2569179832935333,T,-10.343544006347656,a1
0,entity,0,Jerusalem,-0.26441583037376404,Jerusalem,-0.26441583037376404,T,-11.953425407409668,a1
0,both,0,Jerusalem,-0.26441583037376404,Jerusalem,-0.26441583037376404,T,-11.953425407409668,a1
0,control,1,T,-0.3306722640991211,Jerusalem,-6.505795478820801,T,-0.3306722640991211,a2
0,attribute,1,T,-0.10676001757383347,Jerusalem,-5.33372688293457,T,-0.10676001757383347,a2
0,entity,1,T,-0.5749738216400146,Jerusalem,-6.855221748352051,T,-0.5749738216400146,a2
0,both,1,T,-0.5749738216400146,Jerusalem,-6.855221748352051,T,-0.5749738216400146,a2
1,control,0,H,-0.17535564303398132,H,-0.17535564303398132,T,-15.650306701660156,a1
1,attribute,0,H,-0.08923639357089996,H,-0.08923639357089996,T,-15.426215171813965,a1
1,entity,0,H,-0.04959224537014961,H,-0.04959224537014961,T,-15.24457836151123,a1
1,both,0,H,-0.04959224537014961,H,-0.04959224537014961,T,-15.24457836151123,a1
1,control,1,Georgia,-0.010604813694953918,H,-13.751412391662598,T,-4.844165802001953,a2
1,attribute,1,Georgia,-0.04416114091873169,H,-10.482263565063477,T,-3.65267014503479,a2
1,entity,1,Georgia,-0.10185478627681732,H,-10.153244972229004,T,-2.4605774879455566,a2
1,both,1,Georgia,-0.10185478627681732,H,-10.153244972229004,T,-2.4605774879455566,a2
2,control,0,Edinburgh,-0.009016393683850765,Edinburgh,-0.009016393683850765,Tokyo,-10.167933464050293,a1
2,attribute,0,Edinburgh,-0.04559828341007233,Edinburgh,-0.04559828341007233,Tokyo,-4.5740065574646,a1
2,entity,0,Edinburgh,-0.013098152354359627,Edinburgh,-0.013098152354359627,Tokyo,-11.035791397094727,a1
2,both,0,Edinburgh,-0.013098152354359627,Edinburgh,-0.013098152354359627,Tokyo,-11.035791397094727,a1
2,control,1,Tokyo,-0.37845882773399353,Edinburgh,-7.2784929275512695,Tokyo,-0.37845882773399353,a2
2,attribute,1,Tokyo,-0.02293442375957966,Edinburgh,-7.705348491668701,Tokyo,-0.02293442375957966,a2
2,entity,1,Japan,-0.6676065921783447,Edinburgh,-9.453744888305664,Tokyo,-0.7220423221588135,a2
2,both,1,Japan,-0.6676065921783447,Edinburgh,-9.453744888305664,Tokyo,-0.7220423221588135,a2
3,control,0,Brasil,-0.580720841884613,Bras,-1.38714599609375,H,-12.506220817565918,a1
3,attribute,0,Brasil,-0.8520421981811523,Bras,-1.0870466232299805,H,-10.998706817626953,a1
3,entity,0,Brasil,-0.555899441242218,Bras,-1.560734510421753,H,-12.691147804260254,a1
3,both,0,Brasil,-0.555899441242218,Bras,-1.560734510421753,H,-12.691147804260254,a1
3,control,1,H,-0.09348463267087936,Bras,-13.127405166625977,H,-0.09348463267087936,a2
3,attribute,1,H,-0.020120449364185333,Bras,-11.707307815551758,H,-0.020120449364185333,a2
3,entity,1,H,-0.05050061270594597,Bras,-12.483327865600586,H,-0.05050061270594597,a2
3,both,1,H,-0.05050061270594597,Bras,-12.483327865600586,H,-0.05050061270594597,a2
4,control,0,Jordan,-0.381660521030426,Am,-1.1642704010009766,Man,-6.380767822265625,a1
4,attribute,0,Am,-0.29657554626464844,Am,-0.29657554626464844,Man,-4.462709426879883,a1
4,entity,0,Am,-0.9177119731903076,Am,-0.9177119731903076,Man,-1.1795146465301514,a1
4,both,0,Am,-0.9177119731903076,Am,-0.9177119731903076,Man,-1.1795146465301514,a1
4,control,1,Man,-0.052576180547475815,Am,-11.684466361999512,Man,-0.052576180547475815,a2
4,attribute,1,Man,-0.03170489892363548,Am,-9.561302185058594,Man,-0.03170489892363548,a2
4,entity,1,Man,-0.02875477261841297,Am,-12.187942504882812,Man,-0.02875477261841297,a2
4,both,1,Man,-0.02875477261841297,Am,-12.187942504882812,Man,-0.02875477261841297,a2
5,control,0,Tokyo,-0.008536751382052898,Tokyo,-0.008536751382052898,Rome,-12.405714988708496,a1
5,attribute,0,Tokyo,-0.04007896035909653,Tokyo,-0.04007896035909653,Rome,-8.367448806762695,a1
5,entity,0,Tokyo,-0.008459330536425114,Tokyo,-0.008459330536425114,Rome,-11.32167911529541,a1
5,both,0,Tokyo,-0.008459330536425114,Tokyo,-0.008459330536425114,Rome,-11.32167911529541,a1
5,control,1,Rome,-0.2234085351228714,Tokyo,-4.414368629455566,Rome,-0.2234085351228714,a2
5,attribute,1,Rome,-0.06933190673589706,Tokyo,-4.874004364013672,Rome,-0.06933190673589706,a2
5,entity,1,Rome,-0.5337296724319458,Tokyo,-4.221870422363281,Rome,-0.5337296724319458,a2
5,both,1,Rome,-0.5337296724319458,Tokyo,-4.221870422363281,Rome,-0.5337296724319458,a2
6,control,0,Stockholm,-0.008513466455042362,Stockholm,-0.008513466455042362,Con,-20.471683502197266,a1
6,attribute,0,Stockholm,-0.03815042972564697,Stockholm,-0.03815042972564697,Con,-17.224987030029297,a1
6,entity,0,Stockholm,-0.009582475759088993,Stockholm,-0.009582475759088993,Con,-19.956573486328125,a1
6,both,0,Stockholm,-0.009582475759088993,Stockholm,-0.009582475759088993,Con,-19.956573486328125,a1
6,control,1,Guinea,-0.08110889792442322,Stockholm,-10.545980453491211,Con,-2.574688673019409,a2
6,attribute,1,Con,-0.16058051586151123,Stockholm,-5.794134140014648,Con,-0.16058051586151123,a2
6,entity,1,Guinea,-0.04658856987953186,Stockholm,-11.534867286682129,Con,-3.118547201156616,a2
6,both,1,Guinea,-0.04658856987953186,Stockholm,-11.534867286682129,Con,-3.118547201156616,a2
7,control,0,Lis,-0.0023746881633996964,Lis,-0.0023746881633996964,Berlin,-13.36139965057373,a1
7,attribute,0,Lis,-0.012209792621433735,Lis,-0.012209792621433735,Berlin,-8.268474578857422,a1
7,entity,0,Lis,-0.005022053606808186,Lis,-0.005022053606808186,Berlin,-11.865251541137695,a1
